,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,ST_B10,Sample Measurement
0,0.0142799999999999,0.0234099999999999,0.0393324999999999,0.0387549999999999,0.1272499999999999,0.0908399999999999,0.0561349999999999,280.2861482,47.0
1,0.0142799999999999,0.0234099999999999,0.0393324999999999,0.0387549999999999,0.1272499999999999,0.0908399999999999,0.0561349999999999,280.2861482,37.0
2,0.0142799999999999,0.0234099999999999,0.0393324999999999,0.0387549999999999,0.1272499999999999,0.0908399999999999,0.0561349999999999,280.2861482,38.0
3,0.0374899999999999,0.0475549999999999,0.06774,0.079675,0.1690775,0.19413,0.1277725,281.4140948,47.0
4,0.0374899999999999,0.0475549999999999,0.06774,0.079675,0.1690775,0.19413,0.1277725,281.4140948,37.0
5,0.0374899999999999,0.0475549999999999,0.06774,0.079675,0.1690775,0.19413,0.1277725,281.4140948,38.0
6,0.0074875,0.009385,0.0265175,0.0165075,0.28081,0.060095,0.0319899999999999,275.61371486,47.0
7,0.0074875,0.009385,0.0265175,0.0165075,0.28081,0.060095,0.0319899999999999,275.61371486,37.0
8,0.0074875,0.009385,0.0265175,0.0165075,0.28081,0.060095,0.0319899999999999,275.61371486,38.0
9,0.021815,0.0293499999999999,0.0651275,0.0535775,0.33075,0.18357,0.0966699999999999,280.92873596,47.0
10,0.021815,0.0293499999999999,0.0651275,0.0535775,0.33075,0.18357,0.0966699999999999,280.92873596,37.0
11,0.021815,0.0293499999999999,0.0651275,0.0535775,0.33075,0.18357,0.0966699999999999,280.92873596,38.0
12,0.0290475,0.0382599999999999,0.053275,0.0463725,0.19523,0.1180649999999999,0.0911974999999999,269.53305728,4.0
13,0.0290475,0.0382599999999999,0.053275,0.0463725,0.19523,0.1180649999999999,0.0911974999999999,269.53305728,9.0
14,0.0290475,0.0382599999999999,0.053275,0.0463725,0.19523,0.1180649999999999,0.0911974999999999,269.53305728,12.0
15,0.0165075,0.02165,0.0418625,0.0331724999999999,0.2481674999999999,0.07456,0.05652,270.79430666,4.0
16,0.0165075,0.02165,0.0418625,0.0331724999999999,0.2481674999999999,0.07456,0.05652,270.79430666,9.0
17,0.0165075,0.02165,0.0418625,0.0331724999999999,0.2481674999999999,0.07456,0.05652,270.79430666,12.0
18,0.0086699999999999,0.0144999999999999,0.0301474999999999,0.0258299999999999,0.1642925,0.0710124999999999,0.0508275,269.57407352,4.0
19,0.0086699999999999,0.0144999999999999,0.0301474999999999,0.0258299999999999,0.1642925,0.0710124999999999,0.0508275,269.57407352,9.0
20,0.0086699999999999,0.0144999999999999,0.0301474999999999,0.0258299999999999,0.1642925,0.0710124999999999,0.0508275,269.57407352,12.0
21,0.331685,0.3433725,0.3433449999999999,0.36012,0.4642075,0.291975,0.2698375,252.96933236,16.0
22,0.331685,0.3433725,0.3433449999999999,0.36012,0.4642075,0.291975,0.2698375,252.96933236,8.0
23,0.331685,0.3433725,0.3433449999999999,0.36012,0.4642075,0.291975,0.2698375,252.96933236,10.0
24,0.0679325,0.0853674999999999,0.1404225,0.1246375,0.223225,0.168995,0.1510925,265.34598278,16.0
25,0.0679325,0.0853674999999999,0.1404225,0.1246375,0.223225,0.168995,0.1510925,265.34598278,8.0
26,0.0679325,0.0853674999999999,0.1404225,0.1246375,0.223225,0.168995,0.1510925,265.34598278,10.0
27,0.0391674999999999,0.0557774999999999,0.0980725,0.13616,0.2603225,0.33757,0.2004825,297.56765732,5.0
28,0.0391674999999999,0.0557774999999999,0.0980725,0.13616,0.2603225,0.33757,0.2004825,297.56765732,6.0
29,0.0391674999999999,0.0557774999999999,0.0980725,0.13616,0.2603225,0.33757,0.2004825,297.56765732,9.0
30,0.0095774999999999,0.0158474999999999,0.03617,0.0323475,0.1902525,0.1003,0.05201,291.42205736,5.0
31,0.0095774999999999,0.0158474999999999,0.03617,0.0323475,0.1902525,0.1003,0.05201,291.42205736,6.0
32,0.0095774999999999,0.0158474999999999,0.03617,0.0323475,0.1902525,0.1003,0.05201,291.42205736,9.0
33,0.7622249999999999,0.763215,0.722845,0.7238074999999999,0.7301875,0.3665825,0.3492575,245.84617868,16.0
34,0.7622249999999999,0.763215,0.722845,0.7238074999999999,0.7301875,0.3665825,0.3492575,245.84617868,8.0
35,0.7622249999999999,0.763215,0.722845,0.7238074999999999,0.7301875,0.3665825,0.3492575,245.84617868,10.0
36,0.0346575,0.0437049999999999,0.0883924999999999,0.0800325,0.142595,0.1296975,0.12428,270.26451356,10.0
37,0.0346575,0.0437049999999999,0.0883924999999999,0.0800325,0.142595,0.1296975,0.12428,270.26451356,22.0
38,0.0346575,0.0437049999999999,0.0883924999999999,0.0800325,0.142595,0.1296975,0.12428,270.26451356,20.0
39,0.0160674999999999,0.021485,0.0382325,0.0349875,0.1891525,0.10987,0.0600125,294.5392916,20.0
40,0.0160674999999999,0.021485,0.0382325,0.0349875,0.1891525,0.10987,0.0600125,294.5392916,21.0
41,0.0160674999999999,0.021485,0.0382325,0.0349875,0.1891525,0.10987,0.0600125,294.5392916,19.0
42,0.0138675,0.01879,0.0388924999999999,0.0389474999999999,0.31722,0.1223549999999999,0.0564649999999999,295.82788514000003,20.0
43,0.0138675,0.01879,0.0388924999999999,0.0389474999999999,0.31722,0.1223549999999999,0.0564649999999999,295.82788514000003,21.0
44,0.0138675,0.01879,0.0388924999999999,0.0389474999999999,0.31722,0.1223549999999999,0.0564649999999999,295.82788514000003,19.0
45,0.0377649999999999,0.042495,0.06752,0.0948824999999999,0.27443,0.23175,0.1349775,298.54521104,5.0
46,0.0377649999999999,0.042495,0.06752,0.0948824999999999,0.27443,0.23175,0.1349775,298.54521104,6.0
47,0.0377649999999999,0.042495,0.06752,0.0948824999999999,0.27443,0.23175,0.1349775,298.54521104,9.0
48,0.0217874999999999,0.0276724999999999,0.042495,0.0529999999999999,0.1539525,0.17125,0.1051949999999999,295.01097836,5.0
49,0.0217874999999999,0.0276724999999999,0.042495,0.0529999999999999,0.1539525,0.17125,0.1051949999999999,295.01097836,6.0
50,0.0217874999999999,0.0276724999999999,0.042495,0.0529999999999999,0.1539525,0.17125,0.1051949999999999,295.01097836,9.0
51,0.03056,0.0451074999999999,0.0833875,0.0935075,0.1284325,0.14023,0.11031,295.42114076,20.0
52,0.03056,0.0451074999999999,0.0833875,0.0935075,0.1284325,0.14023,0.11031,295.42114076,21.0
53,0.03056,0.0451074999999999,0.0833875,0.0935075,0.1284325,0.14023,0.11031,295.42114076,19.0
54,0.0326775,0.03727,0.0586924999999999,0.0636975,0.1998225,0.2054599999999999,0.115535,296.46705488,20.0
55,0.0326775,0.03727,0.0586924999999999,0.0636975,0.1998225,0.2054599999999999,0.115535,296.46705488,21.0
56,0.0326775,0.03727,0.0586924999999999,0.0636975,0.1998225,0.2054599999999999,0.115535,296.46705488,19.0
57,0.0326775,0.03727,0.0586924999999999,0.0636975,0.1998225,0.2054599999999999,0.115535,296.46705488,22.0
58,0.0326775,0.03727,0.0586924999999999,0.0636975,0.1998225,0.2054599999999999,0.115535,296.46705488,26.0
59,0.0326775,0.03727,0.0586924999999999,0.0636975,0.1998225,0.2054599999999999,0.115535,296.46705488,31.0
60,6.249999999999312e-05,0.0014099999999999,0.0082849999999999,0.003665,0.0607274999999999,0.0226675,0.0083125,293.04219884,22.0
61,6.249999999999312e-05,0.0014099999999999,0.0082849999999999,0.003665,0.0607274999999999,0.0226675,0.0083125,293.04219884,26.0
62,6.249999999999312e-05,0.0014099999999999,0.0082849999999999,0.003665,0.0607274999999999,0.0226675,0.0083125,293.04219884,31.0
63,0.0109249999999999,0.01296,0.0257199999999999,0.0207699999999999,0.20018,0.0906474999999999,0.0404049999999999,294.50852942,22.0
64,0.0109249999999999,0.01296,0.0257199999999999,0.0207699999999999,0.20018,0.0906474999999999,0.0404049999999999,294.50852942,26.0
65,0.0109249999999999,0.01296,0.0257199999999999,0.0207699999999999,0.20018,0.0906474999999999,0.0404049999999999,294.50852942,31.0
66,0.0158474999999999,0.02506,0.0404325,0.0509375,0.0968074999999999,0.1243624999999999,0.0949924999999999,298.95195542,22.0
67,0.0158474999999999,0.02506,0.0404325,0.0509375,0.0968074999999999,0.1243624999999999,0.0949924999999999,298.95195542,26.0
68,0.0158474999999999,0.02506,0.0404325,0.0509375,0.0968074999999999,0.1243624999999999,0.0949924999999999,298.95195542,31.0
69,0.2610375,0.26101,0.2902975,0.302755,0.4643175,0.25661,0.2507525,248.05080158,8.0
70,0.2610375,0.26101,0.2902975,0.302755,0.4643175,0.25661,0.2507525,248.05080158,7.0
71,0.2610375,0.26101,0.2902975,0.302755,0.4643175,0.25661,0.2507525,248.05080158,9.0
72,0.6171074999999999,0.61917,0.5983525000000001,0.6019275,0.6526375,0.3437575,0.32008,244.69088792,8.0
73,0.6171074999999999,0.61917,0.5983525000000001,0.6019275,0.6526375,0.3437575,0.32008,244.69088792,7.0
74,0.6171074999999999,0.61917,0.5983525000000001,0.6019275,0.6526375,0.3437575,0.32008,244.69088792,9.0
75,0.18863,0.1804625,0.21822,0.2300174999999999,0.4133874999999999,0.2095575,0.20414,248.59084874,8.0
76,0.18863,0.1804625,0.21822,0.2300174999999999,0.4133874999999999,0.2095575,0.20414,248.59084874,7.0
77,0.18863,0.1804625,0.21822,0.2300174999999999,0.4133874999999999,0.2095575,0.20414,248.59084874,9.0
78,0.8263825,0.83609,0.7742975000000001,0.7754525000000001,0.7973700000000001,0.396365,0.38135,233.766896,8.0
79,0.8263825,0.83609,0.7742975000000001,0.7754525000000001,0.7973700000000001,0.396365,0.38135,233.766896,7.0
80,0.8263825,0.83609,0.7742975000000001,0.7754525000000001,0.7973700000000001,0.396365,0.38135,233.766896,9.0
81,0.0831399999999999,0.1117949999999999,0.191215,0.2359025,0.368645,0.3133425,0.2247374999999999,268.70931446,43.0
