SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,longitude,latitude,time,ST_B10,system:index
,,,,,,,,,1.609090500368E12,,0
,,,,,,,,,1.609090500368E12,,1
,,,,,,,,,1.609090500368E12,,2
,,,,,,,,,1.609090476473E12,,3
,,,,,,,,,1.609090476473E12,,4
,,,,,,,,,1.609090476473E12,,5
,,,,,,,,,1.609090476473E12,,6
,,,,,,,,,1.609090476473E12,,7
,,,,,,,,,1.609090476473E12,,8
,,,,,,,,,1.609090476473E12,,9
,,,,,,,,,1.609090476473E12,,10
,,,,,,,,,1.609090476473E12,,11
,,,,,,,,,1.609090476473E12,,12
,,,,,,,,,1.609090476473E12,,13
,,,,,,,,,1.609090476473E12,,14
,,,,,,,,,1.609090476473E12,,15
,,,,,,,,,1.609090476473E12,,16
,,,,,,,,,1.609090452586E12,,17
,,,,,,,,,1.609090452586E12,,18
,,,,,,,,,1.609090452586E12,,19
,,,,,,,,,1.609090452586E12,,20
,,,,,,,,,1.609090452586E12,,21
,,,,,,,,,1.609090452586E12,,22
,,,,,,,,,1.609090452586E12,,23
,,,,,,,,,1.609090452586E12,,24
,,,,,,,,,1.609090452586E12,,25
,,,,,,,,,1.609090452586E12,,26
,,,,,,,,,1.609090452586E12,,27
,,,,,,,,,1.609090452586E12,,28
0.07005,0.084625,0.11823,0.1482325,0.17378,0.2189625,0.175045,-105.40000602220655,30.900114395850686,1.609090452586E12,294.44358704,29
0.04425499999999999,0.0536875,0.06727250000000001,0.08300249999999998,0.12439,0.1331075,0.103545,-105.40000602220655,31.00009688697319,1.609090452586E12,288.38343757999996,30
0.06102999999999997,0.07268999999999998,0.09466249999999998,0.121805,0.17779499999999998,0.2715975,0.21640500000000001,-105.40000602220655,31.10007937809569,1.609090452586E12,296.75758658,31
0.10329749999999999,0.12483,0.17787750000000002,0.24165000000000003,0.3126275,0.3820925,0.33339,-105.40000602220655,31.200061869218192,1.609090452586E12,296.39185843999996,32
0.103985,0.125985,0.1879425,0.25947,0.32332500000000003,0.36276,0.31551500000000005,-105.40000602220655,31.300044360340696,1.609090452586E12,294.87767557999996,33
0.10406749999999998,0.126425,0.181645,0.2379925,0.31095,0.38192750000000003,0.326185,-105.40000602220655,31.4000268514632,1.609090428686E12,293.98557236,34
0.1072575,0.12713999999999998,0.18313000000000001,0.2400275,0.31966750000000005,0.3888025,0.33174,-105.40000602220655,31.500009342585702,1.609090428686E12,294.46751317999997,35
0.1336025,0.158765,0.2273775,0.30368999999999996,0.3814325,0.44985250000000004,0.396585,-105.40000602220655,31.599991833708206,1.609090428686E12,293.87619572,36
0.10637750000000001,0.1303025,0.1856875,0.24451,0.3251675,0.40214,0.336745,-105.40000602220655,31.699974324830706,1.609090428686E12,294.64866824,37
0.10766999999999999,0.12923,0.18629250000000003,0.2500925,0.3329775,0.412425,0.34868000000000005,-105.40000602220655,31.79995681595321,1.609090428686E12,294.73753676,38
0.06067250000000002,0.07332250000000001,0.09881499999999999,0.12433499999999997,0.1965225,0.2255625,0.19550499999999998,-105.40000602220655,31.899939307075712,1.609090428686E12,293.3258945,39
0.1073675,0.13195250000000003,0.18717250000000002,0.2513025,0.33270249999999996,0.3970525,0.33344500000000005,-105.40000602220655,31.999921798198216,1.609090428686E12,293.43185312,40
