SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,longitude,latitude,time,ST_B10,system:index
0.03344749999999999,0.04653750000000001,-0.0426175,0.07029750000000001,0.32731250000000006,0.1974575,0.1548875,-94.69999301000212,45.99989600661572,1.57349191006E12,263.6233007,0
0.008587499999999998,0.030835,0.08217750000000001,0.1019775,0.235215,0.12455500000000003,0.09622999999999998,-94.69999301000212,46.099878497738224,1.57349191006E12,263.80103773999997,1
0.027975,0.049122499999999986,0.08401999999999998,0.09427750000000001,0.11627749999999998,0.04257749999999999,0.03595000000000001,-94.69999301000212,46.20013048344597,1.57349191006E12,263.40454742,2
0.04884749999999999,0.0813525,0.13252999999999998,0.1772725,0.28026,0.31683500000000003,0.2905175,-94.69999301000212,46.30011297456847,1.575479478164E12,267.23614784,3
0.011915000000000009,0.0173325,0.042660000000000003,0.032897499999999996,0.24555500000000002,0.14930500000000002,0.06977499999999998,-94.69999301000212,46.40009546569097,1.575479478164E12,294.53245556,4
1.0076900000000002,1.04586,0.9213950000000002,0.961435,0.9318175000000002,0.03991,0.05800499999999997,-94.69999301000212,46.50007795681347,1.575479478164E12,268.34358632,5
0.31617500000000004,0.28433,0.24074250000000003,0.24038500000000002,0.30311249999999995,0.09050999999999998,0.1073675,-94.69999301000212,46.600060447935974,1.575479478164E12,268.10432492,6
0.015297499999999992,-0.04022500000000001,0.025609999999999994,-0.003952499999999998,0.20623000000000002,0.06562249999999997,0.06257000000000001,-94.69999301000212,46.70004293905848,1.575479478164E12,268.07356274,7
0.1432275,0.08957500000000002,0.13198,0.067025,0.2200625,0.02814,0.04216500000000001,-94.69999301000212,46.80002543018098,1.575479478164E12,268.36409444000003,8
1.0891175000000002,1.1238225000000002,1.1068825,1.1608375000000002,1.0574925000000002,0.02918499999999999,0.0568225,-94.69999301000212,46.900007921303484,1.575479454281E12,267.38995874,9
0.8900175000000001,0.9482625,0.9526350000000001,1.0431925000000002,1.0262250000000002,0.07376250000000001,0.08346999999999999,-94.69999301000212,46.99999041242599,1.575479454281E12,268.55208554,10
-0.005437500000000012,-0.0278225,-0.0310125,-0.058925000000000005,-0.01786750000000001,0.0019599999999999895,0.008092500000000002,-94.69999301000212,47.09997290354849,1.575479454281E12,269.25961568,11
0.2759425,0.3021225,0.33809249999999996,0.39889500000000006,0.590295,0.1580225,0.151285,-94.69999301000212,47.199955394670994,1.575479454281E12,268.71273248,12
0.9634975000000001,0.9871750000000001,0.9847275,1.0079375000000002,0.9924550000000001,0.6693850000000001,0.5781675,-94.69999301000212,47.2999378857935,1.575479454281E12,263.98561082,13
0.5909,0.57308,0.5225075000000001,0.524735,0.54888,0.3054775,0.31026250000000005,-94.69999301000212,47.399920376916,1.575479454281E12,265.10330336,14
0.07876749999999999,0.038589999999999985,0.02390500000000001,-0.014704999999999996,0.0016575000000000062,0.0053974999999999995,0.012300000000000005,-94.69999301000212,47.499902868038504,1.575479454281E12,267.97444016,15
0.46932250000000003,0.4721275,0.513075,0.5866925000000001,0.7314800000000001,0.13217250000000003,0.10247250000000002,-94.69999301000212,47.599885359161,1.575479454281E12,269.35532023999997,16
0.9202125000000001,0.9166925000000001,0.8148875,0.7902475,0.6656725000000001,0.00581000000000001,0.028662500000000007,-94.69999301000212,47.6998678502835,1.575479454281E12,267.83771936,17
-0.13147,-0.13224000000000002,-0.052985000000000004,-0.0705025,0.1386075,0.05297249999999998,0.03506999999999999,-94.69999301000212,47.80011983599125,1.575479454281E12,269.6902862,18
0.09265499999999999,0.0832775,0.11484749999999999,0.1079175,0.2374425,0.08855750000000001,0.07125999999999999,-94.69999301000212,47.90010232711375,1.575479454281E12,269.21518142,19
0.40670500000000004,0.38415499999999997,0.3381475,0.319475,0.34793749999999996,0.0415325,0.046345,-94.69999301000212,48.00008481823625,1.575479454281E12,266.24492204,20
0.9301675,0.93608,0.9256850000000001,0.9628100000000002,0.8434875000000002,0.03814999999999999,0.055145,-94.69999301000212,48.10006730935875,1.575479454281E12,266.57305196,21
-0.03887750000000001,-0.062775,-0.056312500000000015,-0.08626,-0.080045,-0.014265,-0.0013400000000000079,-94.69999301000212,48.20004980048125,1.575479454281E12,269.79966284,22
0.013097499999999984,0.017992499999999995,0.032759999999999984,0.03133,0.14336500000000002,0.08850249999999998,0.049644999999999995,-94.69999301000212,48.300032291603756,1.571332235037E12,283.1401949,23
