SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,longitude,latitude,time,ST_B10,system:index
,,,,,,,,,1.576684242991E12,,0
,,,,,,,,,1.576684242991E12,,1
,,,,,,,,,1.576684242991E12,,2
,,,,,,,,,1.576684242991E12,,3
,,,,,,,,,1.576684242991E12,,4
,,,,,,,,,1.576684242991E12,,5
,,,,,,,,,1.576684242991E12,,6
,,,,,,,,,1.576684242991E12,,7
,,,,,,,,,1.576684242991E12,,8
,,,,,,,,,1.576684242991E12,,9
,,,,,,,,,1.576684242991E12,,10
,,,,,,,,,1.576684242991E12,,11
,,,,,,,,,1.576684242991E12,,12
,,,,,,,,,1.576684242991E12,,13
,,,,,,,,,1.5766842191E12,,14
,,,,,,,,,1.5766842191E12,,15
,,,,,,,,,1.5766842191E12,,16
,,,,,,,,,1.5766842191E12,,17
,,,,,,,,,1.5766842191E12,,18
,,,,,,,,,1.5766842191E12,,19
,,,,,,,,,1.5766842191E12,,20
,,,,,,,,,1.5766842191E12,,21
,,,,,,,,,1.5766842191E12,,22
,,,,,,,,,1.5766842191E12,,23
,,,,,,,,,1.5766842191E12,,24
,,,,,,,,,1.5766842191E12,,25
,,,,,,,,,1.5766842191E12,,26
,,,,,,,,,1.5766842191E12,,27
,,,,,,,,,1.5766842191E12,,28
,,,,,,,,,1.5766842191E12,,29
,,,,,,,,,1.5766842191E12,,30
,,,,,,,,,1.575301797294E12,,31
,,,,,,,,,1.575301797294E12,,32
,,,,,,,,,1.575301797294E12,,33
,,,,,,,,,1.575301797294E12,,34
,,,,,,,,,1.575301797294E12,,35
,,,,,,,,,1.575301797294E12,,36
,,,,,,,,,1.575301797294E12,,37
,,,,,,,,,1.575301797294E12,,38
,,,,,,,,,1.575301797294E12,,39
,,,,,,,,,1.575301797294E12,,40
,,,,,,,,,1.575301797294E12,,41
,,,,,,,,,1.575301797294E12,,42
,,,,,,,,,1.575301797294E12,,43
,,,,,,,,,1.575301797294E12,,44
,,,,,,,,,1.575301773395E12,,45
,,,,,,,,,1.575301773395E12,,46
,,,,,,,,,1.575301773395E12,,47
,,,,,,,,,1.575301773395E12,,48
,,,,,,,,,1.575301773395E12,,49
,,,,,,,,,1.575301773395E12,,50
,,,,,,,,,1.575301773395E12,,51
,,,,,,,,,1.575301773395E12,,52
,,,,,,,,,1.575301773395E12,,53
,,,,,,,,,1.575301773395E12,,54
,,,,,,,,,1.575301773395E12,,55
,,,,,,,,,1.575301773395E12,,56
,,,,,,,,,1.575301773395E12,,57
,,,,,,,,,1.577289316459E12,,58
,,,,,,,,,1.577289316459E12,,59
,,,,,,,,,1.577289316459E12,,60
,,,,,,,,,1.577289316459E12,,61
,,,,,,,,,1.577289316459E12,,62
,,,,,,,,,1.577289316459E12,,63
,,,,,,,,,1.577289316459E12,,64
,,,,,,,,,1.577289316459E12,,65
,,,,,,,,,1.577289316459E12,,66
,,,,,,,,,1.577289316459E12,,67
,,,,,,,,,1.577289316459E12,,68
,,,,,,,,,1.577289316459E12,,69
,,,,,,,,,1.577289316459E12,,70
,,,,,,,,,1.577289316459E12,,71
,,,,,,,,,1.577289292568E12,,72
,,,,,,,,,1.577289292568E12,,73
,,,,,,,,,1.577289292568E12,,74
,,,,,,,,,1.577289292568E12,,75
,,,,,,,,,1.577289292568E12,,76
,,,,,,,,,1.577289292568E12,,77
,,,,,,,,,1.577289292568E12,,78
,,,,,,,,,1.577289292568E12,,79
,,,,,,,,,1.577289292568E12,,80
,,,,,,,,,1.577289292568E12,,81
,,,,,,,,,1.577289292568E12,,82
,,,,,,,,,1.577289292568E12,,83
,,,,,,,,,1.577289292568E12,,84
,,,,,,,,,1.577289292568E12,,85
,,,,,,,,,1.577289268677E12,,86
0.44614000000000004,0.45172249999999997,0.46761749999999996,0.49583250000000006,0.5650775000000001,0.5593025,0.49132250000000005,-79.99987186914184,32.70006873064097,1.577289268677E12,280.5424997,87
0.4963,0.501635,0.4970975,0.5157425,0.5643625000000001,0.4757025,0.4105275,-79.99987186914184,32.800051221763475,1.577289268677E12,279.90332996,88
0.10258250000000002,0.12406,0.15705999999999998,0.1685275,0.24536249999999998,0.28488,0.2504225,-79.99987186914184,32.90003371288598,1.577289268677E12,288.73549363999996,89
0.022584999999999994,0.02379500000000001,0.0352625,0.03534499999999999,0.17598000000000003,0.115865,0.06039749999999999,-79.99987186914184,33.00001620400848,1.577289268677E12,286.35996974,90
0.02296999999999999,0.024097499999999994,0.03517999999999999,0.037434999999999996,0.114985,0.10626750000000001,0.06754749999999998,-79.99987186914184,33.099998695130985,1.577289268677E12,285.87802892,91
0.0384525,0.052559999999999996,0.07665,0.08198499999999997,0.21137250000000002,0.16421000000000002,0.11872500000000002,-79.99987186914184,33.19998118625348,1.577289268677E12,287.63147318,92
0.006772499999999987,0.013509999999999994,0.029047500000000004,0.013097499999999984,-7.350000000000134E-4,0.0017675000000000052,0.002097500000000002,-79.99987186914184,33.299963677375985,1.577289268677E12,284.23396130000003,93
0.01691999999999999,0.018570000000000003,0.030257499999999993,0.024510000000000004,0.19190249999999998,0.08817249999999999,0.03792999999999999,-79.99987186914184,33.39994616849849,1.577289268677E12,285.51230078000003,94
0.009852499999999986,0.012190000000000006,0.027342499999999992,0.022639999999999993,0.21632250000000003,0.11347249999999998,0.05352249999999997,-79.99987186914184,33.49992865962099,1.577289268677E12,284.93807342,95
0.009055000000000007,0.015160000000000007,0.03339249999999999,0.028304999999999997,0.219265,0.11220750000000002,0.05140499999999998,-79.99987186914184,33.599911150743495,1.577289268677E12,285.09188431999996,96
0.01865249999999999,0.023519999999999985,0.033172499999999994,0.03903000000000001,0.12691999999999998,0.13159500000000002,0.08242500000000003,-79.99987186914184,33.699893641866,1.577289268677E12,285.1910069,97
0.025142499999999984,0.03146750000000001,0.0478575,0.062460000000000016,0.1897025,0.18997750000000002,0.10805500000000001,-79.99987186914184,33.7998761329885,1.577289268677E12,287.38879376,98
0.0536875,0.06716250000000001,0.09251749999999997,0.11388500000000001,0.2274875,0.33625,0.23384,-79.99987186914184,33.90012811869624,1.577289268677E12,290.20866026,99
0.0173875,0.031219999999999998,0.06124999999999997,0.08478999999999998,0.21514,0.18717250000000002,0.10841250000000002,-79.99987186914184,34.00011060981874,1.577289268677E12,287.14953235999997,100
0.007927500000000004,0.016122499999999984,0.03927749999999999,0.04386999999999999,0.1166625,0.11000749999999998,0.06482500000000002,-79.99987186914184,34.100093100941244,1.577289268677E12,287.2247288,101
0.02307999999999999,0.0264075,0.036885,0.04037750000000001,0.139735,0.14707750000000003,0.08759499999999998,-79.99987186914184,34.20007559206375,1.577289268677E12,285.7549802,102
0.019065,0.028112499999999985,0.05096499999999998,0.06102999999999997,0.1963025,0.2234175,0.12463750000000001,-79.99987186914184,34.30005808318625,1.577289244786E12,287.02648364000004,103
0.012987499999999985,0.016122499999999984,0.03204499999999999,0.030120000000000008,0.2013625,0.11982500000000001,0.06025999999999998,-79.99987186914184,34.400040574308754,1.577289244786E12,284.64754172,104
0.017992499999999995,0.021595000000000003,0.03663749999999999,0.03419,0.2068625,0.14135750000000002,0.07158999999999999,-79.99987186914184,34.50002306543126,1.577289244786E12,285.04745005999996,105
0.012217499999999992,0.014692499999999997,0.021897499999999986,0.02176,0.09469,0.08272750000000001,0.04637250000000001,-79.99987186914184,34.60000555655376,1.577289244786E12,284.56550924,106
0.008064999999999989,0.011062500000000003,0.027315000000000006,0.019779999999999992,0.21365499999999998,0.08531250000000001,0.0355375,-79.99987186914184,34.699988047676264,1.577289244786E12,284.06647832,107
0.025334999999999996,0.03036749999999999,0.047664999999999985,0.055694999999999995,0.2000425,0.18708999999999998,0.10951250000000001,-79.99987186914184,34.79997053879877,1.577289244786E12,285.88486495999996,108
0.008064999999999989,0.01238249999999999,0.031604999999999994,0.02693000000000001,0.2136825,0.10302250000000002,0.049067499999999986,-79.99987186914184,34.899953029921264,1.577289244786E12,283.75543849999997,109
0.031219999999999998,0.044117500000000004,0.08605499999999999,0.09196749999999998,0.31114250000000004,0.24209000000000003,0.14427250000000003,-79.99987186914184,34.99993552104377,1.577289244786E12,284.92781936,110
0.025609999999999994,0.03130250000000001,0.06369750000000002,0.056437499999999974,0.347965,0.19721,0.10170249999999997,-79.99987186914184,35.09991801216627,1.576512017805E12,286.66417351999996,111
0.0074325000000000085,0.010319999999999996,0.02849750000000001,0.0144725,0.2531725,0.085175,0.0295975,-79.99987186914184,35.199900503288774,1.576512017805E12,303.61071668,112
0.021375000000000005,0.04408999999999999,0.0683725,0.06606250000000002,0.19179249999999998,0.1639625,0.12857000000000002,-79.99987186914184,35.29988299441128,1.576512017805E12,271.01305994,113
0.017937499999999995,0.0294325,0.050937500000000024,0.06446750000000001,0.21340750000000003,0.188575,0.10670750000000001,-79.99987186914184,35.39986548553378,1.576511993918E12,284.51765696,114
0.010017499999999985,0.015022499999999994,0.025719999999999993,0.0294325,0.0926825,0.09994249999999999,0.05968249999999997,-79.99987186914184,35.500117471241516,1.576511993918E12,286.34287964,115
0.02176,0.03397,0.07169999999999999,0.06551249999999997,0.33735,0.22482000000000002,0.11647000000000002,-79.99987186914184,35.60009996236402,1.576511993918E12,285.60458732,116
0.021237499999999992,0.029872499999999996,0.04403499999999999,0.05275249999999998,0.11311500000000002,0.16445749999999998,0.10665249999999998,-79.99987186914184,35.70008245348652,1.576511993918E12,287.05040978,117
0.024455000000000005,0.0322925,0.058719999999999994,0.06389,0.16726249999999998,0.1833225,0.12042999999999998,-79.99987186914184,35.800064944609026,1.576511993918E12,280.38185276,118
0.04648250000000001,0.07010499999999997,0.11820249999999999,0.14831499999999997,0.290765,0.276905,0.17765750000000002,-79.99987186914184,35.90004743573153,1.576511993918E12,279.61279826,119
0.033172499999999994,0.05165249999999999,0.08748499999999998,0.09986,0.17081000000000002,0.15043250000000002,0.1079175,-79.99987186914184,36.00002992685403,1.576511993918E12,278.19773798,120
0.5896625,0.5930175,0.5565525,0.564775,0.6275575,0.39862000000000003,0.358195,-79.99987186914184,36.10001241797654,1.576511993918E12,253.58115794,121
0.41506499999999996,0.4044775,0.35957,0.37439249999999996,0.45414250000000006,0.27014,0.23997249999999998,-79.99987186914184,36.19999490909904,1.576511993918E12,259.53193076,122
0.2291375,0.2209425,0.23928500000000003,0.25837,0.34810250000000004,0.26607000000000003,0.24033,-79.99987186914184,36.29997740022154,1.576511993918E12,270.3055298,123
0.431455,0.4259,0.3897375,0.40123250000000005,0.476555,0.31202250000000004,0.281635,-79.99987186914184,36.39995989134405,1.576511993918E12,256.67788406,124
