SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B6,SR_B7,longitude,latitude,time,ST_B10,system:index
,,,,,,,,,,,0
,,,,,,,,,,,1
,,,,,,,,,,,2
,,,,,,,,,,,3
,,,,,,,,,,,4
,,,,,,,,,,,5
,,,,,,,,,,,6
,,,,,,,,,,,7
,,,,,,,,,,,8
,,,,,,,,,,,9
,,,,,,,,,,,10
,,,,,,,,,,,11
,,,,,,,,,,,12
,,,,,,,,,,,13
,,,,,,,,,,,14
,,,,,,,,,,,15
,,,,,,,,,,,16
,,,,,,,,,,,17
,,,,,,,,,,,18
,,,,,,,,,,,19
,,,,,,,,,,,20
,,,,,,,,,,,21
,,,,,,,,,,,22
,,,,,,,,,,,23
,,,,,,,,,,,24
,,,,,,,,,,,25
,,,,,,,,,,,26
,,,,,,,,,,,27
,,,,,,,,,,,28
,,,,,,,,,,,29
,,,,,,,,,,,30
,,,,,,,,,,,31
,,,,,,,,,,,32
,,,,,,,,,,,33
,,,,,,,,,,,34
,,,,,,,,,,,35
,,,,,,,,,,,36
,,,,,,,,,,,37
,,,,,,,,,,,38
,,,,,,,,,1.640796677824E12,,39
,,,,,,,,,1.640796677824E12,,40
,,,,,,,,,1.640796677824E12,,41
,,,,,,,,,1.640796677824E12,,42
,,,,,,,,,1.640796677824E12,,43
,,,,,,,,,1.640796677824E12,,44
,,,,,,,,,1.640796677824E12,,45
,,,,,,,,,1.640796677824E12,,46
,,,,,,,,,1.640796677824E12,,47
,,,,,,,,,1.640796677824E12,,48
,,,,,,,,,1.640796677824E12,,49
,,,,,,,,,1.640796677824E12,,50
,,,,,,,,,1.640796677824E12,,51
,,,,,,,,,1.640796677824E12,,52
0.133135,0.132585,0.21901749999999998,0.22877999999999998,0.341915,0.369855,0.31078500000000003,-94.99994048336961,29.300125043305407,1.640796677824E12,290.88884624,53
0.3482125,0.36127499999999996,0.3603125,0.385145,0.51126,0.46478500000000006,0.3885825,-94.99994048336961,29.400107534427907,1.640796677824E12,291.99286670000004,54
0.6537375000000001,0.66482,0.5691200000000001,0.5806425,0.62093,0.4255975,0.3558575,-94.99994048336961,29.50009002555041,1.640796677824E12,286.87609076,55
0.7910725000000001,0.753315,0.6922925,0.6700725000000001,0.6212875,0.3559125,0.26981,-94.99994048336961,29.600072516672913,1.640796677824E12,286.7632961,56
0.501525,0.5084550000000001,0.48051499999999997,0.48307249999999996,0.49079999999999996,0.4358,0.3993075,-94.99994048336961,29.700055007795417,1.640796677824E12,286.02500378,57
0.060287499999999994,0.08302999999999999,0.126645,0.140725,0.23098000000000002,0.19382749999999999,0.15337499999999998,-94.99994048336961,29.80003749891792,1.636649461096E12,294.28635812,58
